icpsr,party_code,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,vote_31,vote_32,vote_33,vote_34,vote_35,vote_36,vote_37,vote_38,vote_39,vote_40,vote_41,vote_42,vote_43,vote_44,vote_45,vote_46,vote_47,vote_48,vote_49,vote_50,vote_51,vote_52,vote_53,vote_54,vote_55,vote_56,vote_57,vote_58,vote_59,vote_60,vote_61,vote_62,vote_63,vote_64,vote_65,vote_66,vote_67,vote_68,vote_69,vote_70,vote_71,vote_72
4383,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,1.0
4418,100.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0
4423,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
4476,200.0,2.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,1.0,6.0,9.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,9.0,1.0
4489,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,9.0,9.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,6.0,9.0,9.0,2.0,5.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
4505,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
4510,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,1.0,9.0,1.0,1.0,9.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,9.0,1.0,9.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
4558,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,5.0,5.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
4562,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,9.0,9.0,1.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,1.0
4614,200.0,2.0,9.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,9.0,1.0,6.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,6.0,9.0,2.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
4624,100.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,2.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0
4625,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,5.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0
4685,100.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0
4688,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,2.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,8.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0
4690,100.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,5.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,5.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0
4702,200.0,2.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,5.0,2.0,1.0,1.0,6.0,2.0,2.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,2.0,9.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,6.0,1.0,9.0,6.0
4717,100.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,9.0,6.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0
4721,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,1.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0
4723,200.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,9.0,1.0,6.0,9.0,1.0,9.0,1.0,9.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,9.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0
4792,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,5.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,9.0,9.0,6.0,1.0,1.0,6.0,9.0,5.0,2.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,5.0,9.0,2.0,5.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,1.0
4825,200.0,2.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0
4875,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,2.0,2.0,9.0,1.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,9.0,6.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0
4887,200.0,2.0,6.0,6.0,6.0,1.0,6.0,6.0,9.0,2.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,5.0,2.0,6.0,2.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,5.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,2.0,9.0,5.0,9.0,9.0,9.0
4902,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,1.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
4917,200.0,2.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
4939,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,2.0,5.0,9.0,5.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0
4970,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,9.0,6.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,6.0,6.0
4978,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0
4983,200.0,2.0,6.0,6.0,6.0,9.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,5.0,9.0,6.0,1.0,1.0,6.0
4991,200.0,9.0,9.0,,,,,,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,2.0,9.0,9.0,1.0,6.0,9.0,1.0,1.0,2.0,9.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,6.0,6.0,9.0,6.0,1.0,1.0,1.0
4997,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,5.0,5.0,9.0,1.0,1.0,5.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,9.0,9.0,6.0,6.0,9.0,1.0,9.0,9.0,6.0,9.0,9.0,9.0,1.0,1.0,9.0
5051,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,5.0,9.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0
5088,200.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0
5089,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0
5113,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,9.0,6.0,6.0,9.0,6.0,6.0,1.0,1.0,9.0,9.0,6.0,6.0,1.0,6.0,1.0,9.0,6.0
5154,200.0,2.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,9.0,1.0,6.0,1.0,9.0,1.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,6.0,1.0,9.0,6.0,1.0,6.0,1.0,1.0,6.0
5161,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0
5171,200.0,2.0,6.0,5.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,9.0,9.0,2.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,9.0,1.0,6.0,9.0,1.0,6.0,2.0,1.0,1.0
5193,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,9.0,5.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,1.0,9.0,9.0,9.0,9.0,5.0,2.0,9.0,9.0,1.0,6.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,6.0,9.0,6.0
5208,100.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,5.0,5.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,9.0,9.0,5.0,9.0,6.0,6.0,9.0,9.0,2.0,5.0,1.0,6.0,6.0,9.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,5.0
5218,200.0,2.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0
5233,200.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,1.0,6.0,9.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0
5249,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0
5251,100.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,2.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,2.0,9.0,9.0,2.0,9.0,9.0,2.0,2.0,9.0,9.0,5.0,9.0,2.0
5259,200.0,2.0,9.0,6.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,1.0,6.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,
5352,200.0,2.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,6.0,1.0,9.0,1.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,2.0,1.0,6.0,9.0,6.0,6.0,6.0,1.0,6.0,9.0,1.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0
